Summary Results Report,,,,OFFICIAL RESULTS,
UT Rich 11/03/2020 General ,,,,,
"November 3, 2020",,,,Rich County,
#1,,,,,
Statistics,,TOTAL,,,
Registered Voters - Total,,282,,,
Ballots Cast - Total,,262,,,
Ballots Cast - Blank,,0,,,
Voter Turnout - Total,,92.91%,,,
,U.S. President and Vice President,,,,
,Vote For 1,,,,
,,,TOTAL,,
"BROCK PIERCE, KARLA BALLARD",,0,,,
"KANYE WEST, MICHELLE TIDBALL",,0,,,
"DEM JOSEPH R. BIDEN, KAMALA D. HARRIS",,16,,,
"CON DON BLANKENSHIP, WILLIAM MOHR",,1,,,
"LIB JO JORGENSEN, JEREMY COHEN",,1,,,
"JOE MCHUGH, ELIZABETH STORM",,0,,,
"GRN HOWIE HAWKINS, ANGELA WALKER",,0,,,
GLORIA LA RIVA,,0,,,
"REP DONALD J. TRUMP, MICHAEL R. PENCE",,242,,,
Write-In Totals,,1,,,
Write-In: Invalid,,1,,,
Not Assigned,,0,,,
,U.S. House Dist. 1,,,,
,Vote For 1,,,,
,,,TOTAL,,
DEM DARREN PARRY,,26,,,
REP BLAKE DAVID MOORE,,220,,,
Write-In Totals,,1,,,
Write-In: Invalid,,0,,,
Write-In: Taylor Lee,,1,,,
Not Assigned,,0,,,
,Governor and Lt. Governor,,,,
,Vote For 1,,,,
,,,TOTAL,,
"DEM CHRIS PETERSON, KARINA BROWN",,15,,,
"IAP GREG DUERDEN, WAYNE HILL",,5,,,
"REP SPENCER J. COX, DEIDRE M. HENDERSON",,203,,,
"LIB DANIEL RHEAD COTTAM, BARRY EVAN SHORT",,7,,,
Write-In Totals,,28,,,
Write-In: Invalid,,5,,,
Write-In: Madeline Kazantzis Ed Kennedy,,23,,,
Not Assigned,,0,,,
Precinct Summary - 11/12/2020     4:00 PM,,,,1, of 20
Report generated with Electionware Copyright © 2007-2019,,,,,
Summary Results Report,,,,OFFICIAL RESULTS,
UT Rich 11/03/2020 General ,,,,,
"November 3, 2020",,,,Rich County,
#1,,,,,
,Attorney General,,,,
,Vote For 1,,,,
,,,TOTAL,,
LIB RUDY J. BAUTISTA,,10,,,
DEM GREG SKORDAS,,16,,,
REP SEAN D. REYES,,230,,,
,State Auditor,,,,
,Vote For 1,,,,
,,,TOTAL,,
REP JOHN 'FRUGAL' DOUGALL,,229,,,
CON JEFFREY L. OSTLER,,10,,,
UUP BRIAN L. FABBI,,8,,,
,State Treasurer,,,,
,Vote For 1,,,,
,,,TOTAL,,
CON RICHARD PROCTOR,,8,,,
REP DAVID DAMSCHEN,,233,,,
LIB JOSEPH SPECIALE,,6,,,
,State Senate Dist. 25,,,,
,Vote For 1,,,,
,,,TOTAL,,
REP CHRIS H WILSON,,238,,,
DEM NANCY HUNTLY,,14,,,
,State House Dist. 53,,,,
,Vote For 1,,,,
,,,TOTAL,,
DEM CHERYL BUTLER,,18,,,
REP KERA BIRKELAND,,234,,,
,County Commissioner C,,,,
,Vote For 1,,,,
,,,TOTAL,,
DEM RALPH B. JOHNSON,,128,,,
REP JONATHAN LEE,,112,,,
Write-In Totals,,19,,,
Write-In: Invalid,,0,,,
Write-In: Andrew (Andy) W. Stokes,,19,,,
Not Assigned,,0,,,
,Assessor,,,,
,Vote For 1,,,,
,,,TOTAL,,
REP KIM A WILSON,,247,,,
,Recorder,,,,
,Vote For 1,,,,
,,,TOTAL,,
REP KRYSTAL G. BUTTERFIELD,,250,,,
Precinct Summary - 11/12/2020     4:00 PM,,,,2, of 20
Report generated with Electionware Copyright © 2007-2019,,,,,
Summary Results Report,,,,OFFICIAL RESULTS,
UT Rich 11/03/2020 General ,,,,,
"November 3, 2020",,,,Rich County,
#1,,,,,
,Treasurer,,,,
,Vote For 1,,,,
,,,TOTAL,,
REP LOUJEAN M. ARGYLE,,249,,,
,School Board Dist. 1,,,,
,Vote For 1,,,,
,,,TOTAL,,
SCOTT DEE SABEY,,251,,,
,John A. Pearce Judicial Retention,,,,
,Vote For 1,,,,
,,,TOTAL,,
YES,,216,,,
NO,,20,,,
,David N. Mortensen Judicial Retention,,,,
,Vote For 1,,,,
,,,TOTAL,,
YES,,214,,,
NO,,22,,,
,Diana Hagen Judicial Retention,,,,
,Vote For 1,,,,
,,,TOTAL,,
YES,,217,,,
NO,,18,,,
,Gregory Keith Orme Judicial Retention,,,,
,Vote For 1,,,,
,,,TOTAL,,
YES,,213,,,
NO,,21,,,
,Jill M. Pohlman Judicial Retention,,,,
,Vote For 1,,,,
,,,TOTAL,,
YES,,217,,,
NO,,18,,,
,Michele M. Christiansen Forster Judicial Retention,,,,
,Vote For 1,,,,
,,,TOTAL,,
YES,,216,,,
NO,,19,,,
,Ryan M. Harris Judicial Retention,,,,
,Vote For 1,,,,
,,,TOTAL,,
YES,,207,,,
NO,,27,,,
Precinct Summary - 11/12/2020     4:00 PM,,,,3, of 20
Report generated with Electionware Copyright © 2007-2019,,,,,
Summary Results Report,,,,OFFICIAL RESULTS,
UT Rich 11/03/2020 General ,,,,,
"November 3, 2020",,,,Rich County,
#1,,,,,
,Kirk M. Morgan Judicial Retention,,,,
,Vote For 1,,,,
,,,TOTAL,,
YES,,217,,,
NO,,18,,,
,Trevor L. Cook Judicial Retention,,,,
,Vote For 1,,,,
,,,TOTAL,,
YES,,223,,,
NO,,16,,,
,Constitutional Amendment A,,,,
,Vote For 1,,,,
,,,TOTAL,,
FOR,,72,,,
AGAINST,,180,,,
,Constitutional Amendment B,,,,
,Vote For 1,,,,
,,,TOTAL,,
FOR,,194,,,
AGAINST,,51,,,
,Constitutional Amendment C,,,,
,Vote For 1,,,,
,,,TOTAL,,
FOR,,161,,,
AGAINST,,88,,,
,Constitutional Amendment D,,,,
,Vote For 1,,,,
,,,TOTAL,,
FOR,,123,,,
AGAINST,,119,,,
,Constitutional Amendment E,,,,
,Vote For 1,,,,
,,,TOTAL,,
FOR,,214,,,
AGAINST,,38,,,
,Constitutional Amendment F,,,,
,Vote For 1,,,,
,,,TOTAL,,
FOR,,150,,,
AGAINST,,92,,,
,Constitutional Amendment G,,,,
,Vote For 1,,,,
,,,TOTAL,,
FOR,,106,,,
AGAINST,,142,,,
Precinct Summary - 11/12/2020     4:00 PM,,,,4, of 20
Report generated with Electionware Copyright © 2007-2019,,,,,
